system:index,B2,B3,B4,B8,B11,ndvi,ndwi,classification,landcover
1_1_2_37_22_0,0.12,0.1419,0.1699,0.2147,0.2533,0.11648466,-0.2041503,3,0
1_1_2_37_23_0,0.1287,0.1521,0.1721,0.2324,0.2503,0.14907293,-0.20884265,0,0
1_1_2_37_25_0,0.1764,0.1971,0.2227,0.248,0.282,0.053749733,-0.114356324,0,0
1_1_2_37_26_0,0.1764,0.1971,0.2227,0.248,0.282,0.053749733,-0.114356324,0,0
1_1_2_37_27_0,0.1635,0.1854,0.2225,0.2521,0.2626,0.06236831,-0.15245715,0,0
1_1_2_37_28_0,0.2024,0.2295,0.263,0.3013,0.327,0.0678717,-0.13526753,0,0
1_1_2_37_30_0,0.1074,0.1265,0.1375,0.2139,0.2406,0.21741605,-0.25675675,0,0
1_1_2_37_31_0,0.1074,0.1265,0.1375,0.2139,0.2406,0.21741605,-0.25675675,0,0
1_1_2_37_34_0,0.1475,0.1667,0.1829,0.2412,0.268,0.13746758,-0.1826428,0,0
1_1_2_37_36_0,0.1357,0.1517,0.1732,0.212,0.2393,0.100726895,-0.16579598,0,0
1_1_2_37_37_0,0.1832,0.2026,0.2304,0.2579,0.3023,0.056317836,-0.12008686,0,0
1_1_2_37_38_0,0.1919,0.2151,0.2414,0.2743,0.3093,0.06379678,-0.120964445,0,0
1_1_2_37_41_0,0.1225,0.1418,0.1608,0.2297,0.2349,0.17644046,-0.23660834,0,0
1_1_2_37_45_0,0.1056,0.1458,0.1585,0.2334,0.1961,0.19112018,-0.23101266,0,0
1_1_2_37_47_0,0.1378,0.1624,0.1757,0.2168,0.2321,0.10471337,-0.14345992,0,0
1_1_2_37_48_0,0.1523,0.1679,0.1806,0.2061,0.2152,0.06594259,-0.10213904,0,0
1_1_2_37_49_0,0.1523,0.1679,0.1806,0.2061,0.2152,0.06594259,-0.10213904,0,0
1_1_2_37_50_0,0.1514,0.1606,0.1686,0.1725,0.1994,0.011433597,-0.03572501,0,0
1_1_2_37_51_0,0.1483,0.1619,0.1799,0.1924,0.2163,0.033575073,-0.08608524,0,0
1_1_2_37_52_0,0.145,0.17,0.1928,0.2131,0.2468,0.050012317,-0.11250326,0,0
1_1_2_38_0_0,0.2264,0.2457,0.2637,0.3009,0.2642,0.065887354,-0.100987926,0,0
1_1_2_38_3_0,0.1188,0.1367,0.1486,0.1941,0.2195,0.13276918,-0.17351875,0,0
1_1_2_38_11_0,0.0916,0.0975,0.1063,0.1916,0.2003,0.2863377,-0.32549292,0,0
1_1_2_38_14_0,0.0426,0.052,0.0459,0.2224,0.1967,0.6578457,-0.62099123,0,0
1_1_2_38_15_0,0.0525,0.0731,0.0696,0.2707,0.205,0.5909492,-0.57475275,0,0
1_1_2_38_19_0,0.2605,0.271,0.2907,0.3089,0.262,0.030353568,-0.0653561,0,0
1_1_2_38_21_0,0.1614,0.1806,0.1958,0.2337,0.2311,0.08824214,-0.12816799,0,0
1_1_2_38_22_0,0.1454,0.1597,0.1782,0.2095,0.2235,0.080732524,-0.13488623,0,0
1_1_2_38_23_0,0.1068,0.1327,0.145,0.2758,0.2312,0.3108365,-0.350306,0,0
1_1_2_38_24_0,0.1004,0.1189,0.126,0.2464,0.2148,0.32330826,-0.3490282,0,0
1_1_2_38_25_0,0.1004,0.1189,0.126,0.2464,0.2148,0.32330826,-0.3490282,0,0
1_1_2_38_26_0,0.1623,0.1726,0.1837,0.2111,0.2198,0.069402225,-0.10033881,0,0
1_1_2_38_28_0,0.1331,0.1495,0.1604,0.215,0.2263,0.14544486,-0.17969821,0,0
1_1_2_38_29_0,0.1557,0.1679,0.178,0.2221,0.234,0.110222444,-0.13897435,0,0
1_1_2_38_31_0,0.0885,0.0621,0.068,0.1601,0.226,0.40377027,-0.4410441,0,0
1_1_2_38_32_0,0.0872,0.0822,0.0894,0.1853,0.2134,0.34910813,-0.38542056,0,0
1_1_2_38_36_0,0.1023,0.1267,0.1355,0.2823,0.2386,0.35136428,-0.3804401,3,0
1_1_2_38_39_0,0.1468,0.161,0.1753,0.2181,0.2266,0.10879512,-0.1506199,0,0
1_1_2_38_43_0,0.1211,0.1374,0.1501,0.2164,0.2128,0.18090041,-0.22329,0,0
1_1_2_38_46_0,0.2239,0.2406,0.2511,0.2603,0.2327,0.017989831,-0.03932921,0,0
1_1_2_38_49_0,0.1106,0.1223,0.1369,0.16,0.2086,0.07780398,-0.13354588,0,0
1_1_2_38_54_0,0.2264,0.2369,0.2429,0.2798,0.2493,0.07059499,-0.0830269,0,0
1_1_2_38_55_0,0.1113,0.1262,0.1407,0.158,0.1965,0.057917643,-0.111893035,0,0
1_1_2_38_59_0,0.1072,0.1213,0.1328,0.1865,0.1863,0.16818039,-0.21182586,0,0
1_1_2_38_64_0,0.0999,0.1145,0.1229,0.1594,0.1815,0.12929508,-0.16392843,0,0
1_1_2_38_65_0,0.0922,0.1033,0.1084,0.1681,0.1792,0.2159132,-0.23876198,0,0
1_1_2_38_74_0,0.1111,0.1248,0.1409,0.1653,0.1806,0.07968648,-0.13960703,0,0
1_1_2_38_75_0,0.1429,0.1536,0.1684,0.1906,0.1964,0.06183844,-0.10749564,0,0
1_1_2_38_76_0,0.0684,0.0804,0.0815,0.1699,0.1461,0.35163087,-0.35757092,0,0
1_1_2_38_77_0,0.0895,0.1123,0.1195,0.2034,0.1716,0.25983277,-0.2885651,0,0
1_1_2_38_85_0,0.1243,0.1394,0.1502,0.1902,0.2058,0.117508814,-0.15412621,0,0
1_1_2_38_86_0,0.127,0.1396,0.1525,0.1743,0.2049,0.06670747,-0.110544756,0,0
1_1_2_38_87_0,0.127,0.1396,0.1525,0.1743,0.2049,0.06670747,-0.110544756,0,0
1_1_2_38_89_0,0.0756,0.0804,0.0853,0.1043,0.1373,0.10021097,-0.12939903,0,0
1_1_2_38_90_0,0.0913,0.0897,0.0916,0.1017,0.1205,0.05225039,-0.06269593,0,0
1_1_2_38_91_0,0.0913,0.0897,0.0916,0.1017,0.1205,0.05225039,-0.06269593,0,0
1_1_2_38_94_0,0.119,0.1325,0.144,0.1854,0.1746,0.12568305,-0.16640453,0,0
1_1_2_38_96_0,0.0815,0.1015,0.1133,0.2077,0.1842,0.294081,-0.343467,0,0
1_1_2_38_99_0,0.0962,0.0981,0.0981,0.1035,0.1392,0.026785715,-0.026785715,0,0
1_1_2_38_100_0,0.1392,0.1504,0.1661,0.1806,0.1855,0.041822903,-0.09123867,0,0
1_1_2_38_101_0,0.1448,0.1571,0.1767,0.1934,0.2133,0.04512294,-0.10356633,0,0
1_1_2_38_105_0,0.1391,0.1532,0.1659,0.1932,0.2114,0.07602339,-0.11547344,0,0
1_1_2_38_108_0,0.1258,0.1438,0.155,0.208,0.201,0.14600551,-0.18249005,0,0
1_1_2_38_113_0,0.1278,0.1427,0.1564,0.198,0.198,0.11738149,-0.16231288,0,0
1_1_2_38_118_0,0.1109,0.118,0.1249,0.1379,0.1689,0.049467277,-0.07776475,0,0
1_1_2_38_119_0,0.149,0.1615,0.186,0.1989,0.1971,0.0335152,-0.10377359,0,0
1_1_2_38_122_0,0.137,0.1469,0.1676,0.1819,0.2061,0.040915594,-0.10644769,0,0
1_1_2_38_123_0,0.1324,0.141,0.166,0.1894,0.229,0.0658413,-0.1464891,0,0
1_1_2_38_124_0,0.1441,0.1631,0.1812,0.2294,0.2682,0.11738919,-0.1689172,0,0
1_1_2_38_126_0,0.3947,0.3995,0.4081,0.4477,0.3136,0.046272494,-0.056893297,0,0
1_1_2_38_130_0,0.073,0.0815,0.0907,0.1114,0.157,0.10242454,-0.1550026,0,0
1_1_2_38_142_0,0.1207,0.1337,0.1552,0.1742,0.21,0.057680633,-0.13153622,0,0
1_1_2_38_143_0,0.1122,0.1235,0.1373,0.1947,0.2713,0.17289157,-0.22375864,0,0
1_1_2_38_144_0,0.117,0.1333,0.1605,0.2073,0.2677,0.12724307,-0.21726365,0,0
1_1_2_38_150_0,0.1332,0.1498,0.1635,0.1924,0.1992,0.08120258,-0.1244886,0,0
1_1_2_38_155_0,0.1329,0.1466,0.1613,0.179,0.2004,0.05201293,-0.0995086,0,0
1_1_2_38_156_0,0.1329,0.1466,0.1613,0.179,0.2004,0.05201293,-0.0995086,0,0
1_1_2_38_157_0,0.1182,0.1247,0.1365,0.1512,0.1903,0.05109489,-0.096049294,0,0
1_1_2_38_166_0,0.092,0.1044,0.1133,0.1411,0.1494,0.10927673,-0.14949083,0,0
1_1_2_38_167_0,0.0873,0.0979,0.1041,0.1483,0.1671,0.17511886,-0.20471162,0,0
1_1_2_38_168_0,0.0873,0.0979,0.1041,0.1483,0.1671,0.17511886,-0.20471162,0,0
1_1_2_38_170_0,0.1102,0.117,0.1345,0.1447,0.1778,0.03653295,-0.10584639,0,0
1_1_2_38_175_0,0.1209,0.1371,0.1744,0.1925,0.2025,0.049332242,-0.16808252,0,0
1_1_2_38_177_0,0.1237,0.1351,0.1493,0.1632,0.1992,0.04448,-0.09420047,0,0
1_1_2_38_179_0,0.0952,0.1027,0.1156,0.13,0.1773,0.058631923,-0.11731844,0,0
1_1_2_38_182_0,0.1504,0.1579,0.1685,0.1881,0.2033,0.054963544,-0.08728324,0,0
1_1_2_38_184_0,0.1294,0.1425,0.155,0.1952,0.1861,0.11479155,-0.15605567,0,0
1_1_2_38_186_0,0.13,0.1361,0.1506,0.1698,0.1855,0.059925094,-0.11016672,0,0
1_1_2_38_195_0,0.1182,0.1328,0.1478,0.1657,0.1979,0.05709729,-0.11021776,0,0
1_1_2_38_196_0,0.1466,0.1511,0.1615,0.1817,0.1833,0.05885781,-0.091947116,0,0
1_1_2_38_197_0,0.115,0.1283,0.146,0.1636,0.1713,0.056847546,-0.12093183,0,0
1_1_2_38_199_0,0.1188,0.1297,0.1422,0.1596,0.1819,0.057654075,-0.10335292,0,0
1_1_2_38_200_0,0.1108,0.1207,0.139,0.1756,0.1854,0.11633821,-0.18528518,0,0
1_1_2_38_204_0,0.0863,0.0977,0.1083,0.1361,0.1614,0.113747954,-0.16424294,0,0
1_1_2_38_207_0,0.0821,0.1002,0.0949,0.2221,0.1642,0.40126184,-0.37821904,0,0
1_1_2_38_209_0,0.1232,0.1383,0.1535,0.2291,0.2209,0.1975954,-0.24714208,0,0
1_1_2_38_211_0,0.3949,0.4221,0.4341,0.4827,0.3141,0.05301047,-0.06697613,0,0
1_1_2_38_212_0,0.1404,0.1388,0.1383,0.1564,0.2599,0.06141839,-0.059620596,0,0
1_1_2_38_216_0,0.1069,0.1171,0.1292,0.1458,0.1633,0.060363635,-0.10916699,0,0
1_1_2_38_218_0,0.1178,0.1223,0.1311,0.1514,0.1687,0.071858406,-0.10632079,0,0
1_1_2_38_222_0,0.0933,0.1126,0.1367,0.1801,0.188,0.13699494,-0.23061155,0,0
1_1_2_38_232_0,0.1399,0.1437,0.1625,0.1948,0.2119,0.09040023,-0.15096012,0,0
1_1_2_38_233_0,0.1399,0.1437,0.1625,0.1948,0.2119,0.09040023,-0.15096012,0,0
1_1_2_38_236_0,0.1113,0.1301,0.1455,0.1809,0.1896,0.10845588,-0.16334406,0,0
1_1_2_38_242_0,0.1274,0.1359,0.1496,0.1755,0.1937,0.07966779,-0.12716763,0,0
1_1_2_38_246_0,0.1572,0.178,0.1998,0.2304,0.2253,0.07112971,-0.12830558,0,0
1_1_2_38_247_0,0.1338,0.1468,0.1574,0.2014,0.1872,0.12263099,-0.15680644,0,0
1_1_2_38_249_0,0.0796,0.098,0.089,0.2917,0.2116,0.53244025,-0.497049,3,0
1_1_2_38_252_0,0.1902,0.197,0.2228,0.2467,0.2496,0.050905216,-0.112012625,0,0
1_1_2_38_253_0,0.1131,0.1233,0.1349,0.1665,0.1972,0.10484406,-0.14906833,0,0
1_1_2_38_261_0,0.1152,0.1248,0.1435,0.1613,0.1843,0.05839895,-0.12757777,0,0
1_1_2_38_264_0,0.1549,0.1714,0.1947,0.2067,0.2167,0.029895367,-0.09336154,0,0
1_1_2_38_265_0,0.1549,0.1714,0.1947,0.2067,0.2167,0.029895367,-0.09336154,0,0
1_1_2_38_266_0,0.1003,0.1156,0.125,0.1492,0.171,0.08825675,-0.12688822,0,0
1_1_2_38_267_0,0.1003,0.1156,0.125,0.1492,0.171,0.08825675,-0.12688822,0,0
1_1_2_38_268_0,0.0796,0.0942,0.0967,0.1908,0.1805,0.32730433,-0.33894736,0,0
1_1_2_38_276_0,0.1487,0.1584,0.1726,0.1899,0.2052,0.04772414,-0.090439275,0,0
1_1_2_38_279_0,0.1296,0.1449,0.1593,0.174,0.1881,0.044104412,-0.09125118,0,0
1_1_2_38_280_0,0.1296,0.1449,0.1593,0.174,0.1881,0.044104412,-0.09125118,0,0
1_1_2_38_281_0,0.1276,0.141,0.151,0.1618,0.1809,0.034526855,-0.06869221,0,0
1_1_2_38_283_0,0.0437,0.0537,0.0584,0.0646,0.1041,0.050406504,-0.09213863,0,0
1_1_2_38_284_0,0.0437,0.0537,0.0584,0.0646,0.1041,0.050406504,-0.09213863,0,0
1_1_2_39_6_0,0.1287,0.1349,0.1456,0.1608,0.1897,0.049608354,-0.08758877,0,0
1_1_2_39_7_0,0.1238,0.1333,0.1433,0.1577,0.1886,0.047840532,-0.0838488,0,0
1_1_2_39_13_0,0.1015,0.114,0.123,0.1384,0.1691,0.058913544,-0.09667195,0,0
1_1_2_39_15_0,0.171,0.1839,0.2087,0.2218,0.1991,0.030429732,-0.093418784,0,0
1_1_2_39_19_0,0.1269,0.1371,0.1406,0.159,0.1811,0.06141522,-0.0739615,0,0
1_1_2_39_20_0,0.1138,0.1236,0.1342,0.1482,0.1768,0.04957507,-0.09050772,0,0
1_1_2_39_22_0,0.0926,0.1023,0.1108,0.1282,0.1762,0.07280335,-0.112364426,0,0
1_1_2_39_26_0,0.1234,0.1318,0.142,0.1535,0.1745,0.03891709,-0.07606029,0,0
1_1_2_39_28_0,0.113,0.1224,0.1321,0.1467,0.1812,0.05236729,-0.09030101,0,0
1_1_2_39_30_0,0.1275,0.1359,0.1423,0.1547,0.1797,0.04175084,-0.064693734,0,0
1_1_2_39_36_0,0.1431,0.1502,0.1531,0.1603,0.1904,0.022973835,-0.03252818,0,0
1_1_2_39_38_0,0.126,0.132,0.1394,0.1496,0.1853,0.03529412,-0.0625,0,0
1_1_2_39_42_0,0.1115,0.1174,0.1238,0.1396,0.1795,0.059984814,-0.08638132,0,0
1_1_2_39_49_0,0.1664,0.1711,0.1685,0.1699,0.2005,0.004137116,0.003519062,0,0
1_1_2_40_0_0,0.0597,0.0824,0.0835,0.2639,0.1994,0.5192861,-0.52411205,3,0
1_1_2_40_1_0,0.0496,0.0794,0.0677,0.3443,0.2098,0.67135924,-0.62520653,3,0
1_1_2_40_8_0,0.178,0.2034,0.2296,0.2496,0.269,0.041736227,-0.10198676,0,0
1_1_2_40_9_0,0.178,0.2034,0.2296,0.2496,0.269,0.041736227,-0.10198676,0,0
1_1_2_40_11_0,0.197,0.2272,0.2498,0.28,0.3017,0.05700264,-0.10410095,0,0
1_1_2_40_13_0,0.1551,0.1918,0.219,0.2686,0.2868,0.101722725,-0.16681147,0,0
1_1_2_40_18_0,0.2238,0.2513,0.2831,0.3084,0.3052,0.042772613,-0.10201894,0,0
1_1_2_40_22_0,0.1481,0.1845,0.2061,0.2123,0.242,0.014818355,-0.070060484,0,0
1_1_2_40_23_0,0.1689,0.1934,0.2135,0.2332,0.2401,0.044101186,-0.09329583,0,0
1_1_2_40_29_0,0.1428,0.1714,0.1957,0.276,0.2581,0.17023532,-0.23379526,3,0
1_1_2_40_30_0,0.211,0.2389,0.2645,0.2903,0.2862,0.046503246,-0.09712774,0,0
1_1_2_40_31_0,0.211,0.2389,0.2645,0.2903,0.2862,0.046503246,-0.09712774,0,0
1_1_2_40_33_0,0.2132,0.2418,0.2695,0.293,0.2984,0.04177778,-0.09573673,0,0
1_1_2_40_34_0,0.1665,0.1978,0.2148,0.2349,0.2657,0.044696465,-0.0857407,0,0
1_1_2_40_38_0,0.1473,0.1784,0.1989,0.2217,0.2482,0.054208275,-0.10822295,0,0
1_1_2_40_40_0,0.0973,0.12,0.1295,0.1416,0.1995,0.044632975,-0.08256881,0,0
1_1_2_40_43_0,0.1442,0.1668,0.186,0.2196,0.2112,0.082840234,-0.13664596,0,0
1_1_2_40_45_0,0.1677,0.1934,0.2208,0.2429,0.2637,0.047660124,-0.113454044,0,0
1_1_2_40_46_0,0.1677,0.1934,0.2208,0.2429,0.2637,0.047660124,-0.113454044,0,0
1_1_2_40_48_0,0.1836,0.2163,0.2359,0.2525,0.2716,0.033988535,-0.07721843,0,0
1_1_2_40_50_0,0.1658,0.1955,0.218,0.2469,0.2652,0.062163908,-0.11618445,0,0
1_1_2_40_51_0,0.1486,0.1751,0.1994,0.2468,0.2636,0.10623039,-0.16994548,0,0
1_1_2_40_56_0,0.1503,0.1763,0.1974,0.2258,0.2386,0.06710775,-0.12310371,0,0
1_1_2_40_57_0,0.1503,0.1752,0.1938,0.2243,0.2436,0.07294905,-0.12290363,0,0
1_1_2_40_58_0,0.1486,0.1742,0.1961,0.2193,0.2355,0.055849783,-0.11461245,0,0
1_1_2_40_59_0,0.1486,0.1742,0.1961,0.2193,0.2355,0.055849783,-0.11461245,0,0
1_1_2_40_60_0,0.1432,0.1704,0.1918,0.2295,0.2481,0.08948493,-0.14778695,0,0
1_1_2_40_64_0,0.1628,0.1867,0.2078,0.2537,0.2682,0.099458285,-0.15213442,0,0
1_1_2_40_65_0,0.1628,0.1867,0.2078,0.2537,0.2682,0.099458285,-0.15213442,0,0
1_1_2_40_66_0,0.1408,0.1697,0.1955,0.2433,0.267,0.108933456,-0.17820823,0,0
1_1_2_40_68_0,0.0851,0.1122,0.1218,0.1333,0.1763,0.04508036,-0.085947044,0,0
1_1_2_40_69_0,0.1338,0.1613,0.1774,0.2153,0.1947,0.096511334,-0.14338821,0,0
1_1_2_40_71_0,0.1205,0.1466,0.1683,0.2358,0.2395,0.16703786,-0.2332636,0,0
1_1_2_40_76_0,0.1618,0.1825,0.2028,0.2315,0.2492,0.06608335,-0.11835749,0,0
1_1_2_40_77_0,0.1689,0.1986,0.221,0.2583,0.2688,0.07782182,-0.13066317,0,0
1_1_2_40_80_0,0.165,0.1941,0.216,0.2752,0.275,0.12052117,-0.17281057,0,0
1_1_2_40_85_0,0.1219,0.1444,0.1638,0.2277,0.2438,0.1632184,-0.22386456,0,0
1_1_2_40_88_0,0.1425,0.1642,0.1837,0.2338,0.2424,0.12,-0.17487437,0,0
1_1_2_40_89_0,0.1425,0.1642,0.1837,0.2338,0.2424,0.12,-0.17487437,0,0
1_1_2_40_94_0,0.1522,0.1896,0.2096,0.2675,0.2706,0.12135821,-0.17042223,0,0
1_1_2_40_95_0,0.1654,0.2013,0.2182,0.2817,0.2701,0.12702541,-0.16645962,0,0
1_1_2_40_98_0,0.1589,0.1847,0.2084,0.2501,0.2551,0.090948746,-0.15041399,0,0
1_1_2_40_99_0,0.1312,0.158,0.1717,0.2655,0.2538,0.21454711,-0.25383708,3,0
1_1_2_40_100_0,0.1312,0.158,0.1717,0.2655,0.2538,0.21454711,-0.25383708,3,0
1_1_2_40_101_0,0.117,0.1457,0.1617,0.2516,0.2455,0.21751754,-0.2665492,3,0
1_1_2_40_103_0,0.1797,0.2055,0.225,0.2508,0.2508,0.054224465,-0.09927679,0,0
1_1_2_40_112_0,0.142,0.1658,0.184,0.1993,0.2235,0.039916515,-0.09175568,0,0
1_1_2_40_114_0,0.1227,0.1433,0.1557,0.2109,0.2305,0.15057284,-0.19085263,0,0
1_1_2_40_115_0,0.1227,0.1433,0.1557,0.2109,0.2305,0.15057284,-0.19085263,0,0
1_1_2_40_117_0,0.0618,0.0925,0.0913,0.259,0.2379,0.47873253,-0.47368422,3,0
1_1_2_40_120_0,0.155,0.1759,0.1999,0.2233,0.2334,0.055293005,-0.118737474,0,0
1_1_2_40_121_0,0.1785,0.2067,0.2308,0.2529,0.2456,0.04568948,-0.10052219,0,0
1_1_2_40_124_0,0.1648,0.1864,0.2047,0.23,0.2129,0.05820106,-0.10470701,0,0
1_1_2_40_126_0,0.1219,0.1413,0.1554,0.1787,0.1913,0.0697396,-0.116875,0,0
1_1_2_40_128_0,0.1352,0.1541,0.1709,0.1957,0.2048,0.067648664,-0.1189251,0,0
1_1_2_40_130_0,0.0709,0.0986,0.1031,0.2518,0.2334,0.41899127,-0.4372146,3,0
1_1_2_40_131_0,0.0709,0.0986,0.1031,0.2518,0.2334,0.41899127,-0.4372146,3,0
1_1_2_40_132_0,0.0917,0.1166,0.1288,0.2167,0.2229,0.2544139,-0.30033004,0,0
1_1_2_40_133_0,0.1441,0.1673,0.18,0.1984,0.2251,0.048625793,-0.08504239,0,0
1_1_2_40_134_0,0.1564,0.1714,0.1903,0.2061,0.2429,0.03985873,-0.09192053,0,0
1_1_2_40_137_0,0.1394,0.1552,0.1728,0.2086,0.2288,0.09386471,-0.14678395,0,0
1_1_2_40_141_0,0.1473,0.1753,0.1966,0.2262,0.2508,0.07000946,-0.1267746,0,0
1_1_2_40_144_0,0.1559,0.1769,0.1924,0.2252,0.2386,0.07854406,-0.12011937,0,0
1_1_2_40_145_0,0.1555,0.1747,0.1923,0.2116,0.232,0.047784105,-0.095521614,0,0
1_1_2_40_147_0,0.1619,0.1774,0.1935,0.2135,0.2271,0.049140047,-0.09235098,0,0
1_1_2_40_151_0,0.1463,0.1752,0.195,0.2113,0.2395,0.04011814,-0.093402326,0,0
1_1_2_40_154_0,0.1579,0.1801,0.1988,0.2262,0.2438,0.06447059,-0.113462955,0,0
1_1_2_40_157_0,0.1679,0.1869,0.2067,0.2269,0.2602,0.046586715,-0.096665055,0,0
1_1_2_40_160_0,0.1558,0.1726,0.1925,0.215,0.2368,0.055214725,-0.10939112,0,0
1_1_2_40_162_0,0.1376,0.1544,0.1698,0.1977,0.2162,0.07591837,-0.12297643,0,0
1_1_2_41_0_0,0.049,0.055,0.0608,0.0644,0.0809,0.028753994,-0.07872697,0,0
1_1_2_41_1_0,0.049,0.055,0.0608,0.0644,0.0809,0.028753994,-0.07872697,0,0
1_1_2_41_3_0,0.0382,0.0471,0.0473,0.0608,0.0631,0.12488437,-0.12696941,0,0
1_1_2_41_6_0,0.0635,0.0735,0.0769,0.0808,0.0881,0.024730502,-0.047310434,0,0
1_1_2_41_7_0,0.0452,0.0488,0.0531,0.0631,0.0773,0.08605852,-0.12779267,0,0
1_1_2_41_8_0,0.0444,0.0511,0.0604,0.0976,0.0848,0.23544304,-0.31271017,0,0
1_1_2_41_12_0,0.0906,0.1027,0.1051,0.1202,0.1427,0.06702175,-0.078510545,0,0
1_1_2_41_13_0,0.1216,0.1297,0.1159,0.1305,0.143,0.059253246,-0.003074558,0,0
1_1_2_41_14_0,0.1216,0.1297,0.1159,0.1305,0.143,0.059253246,-0.003074558,0,0
1_1_2_41_15_0,0.043,0.053,0.0577,0.0728,0.0993,0.11570881,-0.15739268,0,0
1_1_2_41_18_0,0.0738,0.0817,0.0879,0.118,0.1021,0.14618747,-0.18177266,0,0
1_1_2_41_19_0,0.0367,0.0404,0.0445,0.0568,0.0927,0.12142152,-0.16872428,0,0
1_1_2_41_21_0,0.0606,0.073,0.0836,0.0975,0.0869,0.07675318,-0.14369501,0,0
1_1_2_41_22_0,0.0606,0.073,0.0836,0.0975,0.0869,0.07675318,-0.14369501,0,0
1_1_2_41_24_0,0.049,0.0648,0.0719,0.0891,0.0759,0.106832296,-0.15789473,0,0
1_1_2_41_25_0,0.0385,0.043,0.0472,0.0604,0.0583,0.12267658,-0.16827853,0,0
1_1_2_41_28_0,0.065,0.0722,0.0836,0.097,0.0982,0.07419712,-0.1465721,0,0
1_1_2_41_30_0,0.0383,0.0499,0.1009,0.1545,0.1361,0.20986688,-0.5117417,0,0
1_1_2_41_33_0,0.1269,0.1427,0.1389,0.173,0.1194,0.10932992,-0.095977195,0,0
1_1_2_41_34_0,0.0794,0.0879,0.1007,0.1264,0.1209,0.113166004,-0.17965469,0,0
1_1_2_41_36_0,0.0345,0.0406,0.0722,0.0892,0.0847,0.10532837,-0.3744222,0,0
1_1_2_41_42_0,0.0707,0.0755,0.0955,0.1011,0.0866,0.028484233,-0.14496036,0,0
1_1_2_41_45_0,0.0565,0.0672,0.076,0.0819,0.0802,0.03736542,-0.09859155,0,0
1_1_2_41_46_0,0.0513,0.0571,0.0641,0.0704,0.0699,0.04684015,-0.104313724,0,0
1_1_2_41_48_0,0.0381,0.0389,0.0443,0.0525,0.0601,0.08471075,-0.1487965,0,0
1_1_2_41_50_0,0.0822,0.099,0.1093,0.1194,0.1152,0.044162657,-0.093406595,0,0
1_1_2_41_52_0,0.0643,0.0834,0.1574,0.2065,0.1735,0.13492718,-0.42462918,0,0
1_1_2_41_61_0,0.1884,0.2188,0.2026,0.2697,0.1522,0.14207071,-0.10419652,0,0
1_1_2_41_62_0,0.1149,0.1156,0.1253,0.1366,0.1377,0.043146238,-0.08326725,0,0
1_1_2_41_63_0,0.0494,0.0489,0.049,0.0556,0.0744,0.063097514,-0.06411483,0,0
1_1_2_41_67_0,0.0339,0.0433,0.08,0.0972,0.1049,0.09706546,-0.3836299,0,0
1_1_2_41_68_0,0.0295,0.038,0.0535,0.0686,0.0686,0.123669125,-0.28705442,0,0
1_1_2_41_69_0,0.0295,0.038,0.0535,0.0686,0.0686,0.123669125,-0.28705442,0,0
1_1_2_41_70_0,0.0327,0.0345,0.0369,0.0484,0.065,0.13481829,-0.16767189,0,0
1_1_2_41_72_0,0.0513,0.0569,0.073,0.0828,0.1153,0.062901154,-0.18539728,0,0
1_1_2_41_73_0,0.049,0.0578,0.081,0.0884,0.1025,0.04368359,-0.20930232,0,0
1_1_2_41_74_0,0.049,0.0578,0.081,0.0884,0.1025,0.04368359,-0.20930232,0,0
1_1_2_41_77_0,0.0848,0.0971,0.1145,0.1238,0.1111,0.039026435,-0.120869175,0,0
1_1_2_41_79_0,0.0489,0.0515,0.055,0.06,0.0719,0.04347826,-0.076233186,0,0
1_1_2_41_80_0,0.0447,0.0501,0.0546,0.0686,0.069,0.11363637,-0.1558551,0,0
1_1_2_41_81_0,0.0431,0.0493,0.0568,0.0793,0.0834,0.16531962,-0.2332815,0,0
1_1_2_41_83_0,0.0801,0.0899,0.1029,0.1135,0.1085,0.048983365,-0.116027534,0,0
1_1_2_41_87_0,0.0599,0.0708,0.0976,0.1054,0.1259,0.038423646,-0.19636777,0,0
1_1_2_41_89_0,0.0633,0.0729,0.1065,0.1245,0.1473,0.077922076,-0.26139817,0,0
1_1_2_41_91_0,0.0435,0.0466,0.099,0.1178,0.1123,0.08671587,-0.43309003,0,0
1_1_2_41_92_0,0.0261,0.0267,0.0299,0.0423,0.0719,0.17174515,-0.22608696,0,0
1_1_2_41_94_0,0.0604,0.0677,0.0933,0.1021,0.0943,0.045035824,-0.20259129,0,0
1_1_2_41_95_0,0.0604,0.0677,0.0933,0.1021,0.0943,0.045035824,-0.20259129,0,0
1_1_2_41_97_0,0.037,0.0477,0.0933,0.1007,0.0887,0.03814433,-0.35714287,0,0
1_1_2_41_98_0,0.0782,0.0845,0.0983,0.1053,0.0988,0.03438114,-0.10958904,0,0
1_1_2_41_99_0,0.0782,0.0845,0.0983,0.1053,0.0988,0.03438114,-0.10958904,0,0
1_1_2_41_102_0,0.0342,0.0391,0.0443,0.0616,0.0644,0.16336167,-0.22343595,0,0
1_1_2_41_104_0,0.0501,0.0486,0.0529,0.0644,0.0836,0.09803922,-0.139823,0,0
1_1_2_41_106_0,0.0438,0.0526,0.0895,0.0971,0.1359,0.040728834,-0.29726118,0,0
1_1_2_41_107_0,0.083,0.1013,0.1484,0.1736,0.1633,0.07826087,-0.26300472,0,0
