system:index,B2,B3,B4,B8,B11,ndvi,ndwi,classification,landcover
1_2_41_194_0,0.0201,0.0364,0.025,0.2153,0.1,0.79192674,-0.7107668,2,2
1_2_41_195_0,0.0201,0.0364,0.025,0.2153,0.1,0.79192674,-0.7107668,2,2
1_2_41_196_0,0.0194,0.0364,0.0226,0.2171,0.0993,0.81143093,-0.71282053,2,2
1_2_41_201_0,0.0182,0.0378,0.0229,0.2482,0.1149,0.8310586,-0.7356643,2,2
1_2_41_203_0,0.019,0.0405,0.0214,0.3099,0.1276,0.87081194,-0.7688356,2,2
1_2_41_204_0,0.0203,0.044,0.0223,0.3295,0.1269,0.8732234,-0.7643909,2,2
1_2_41_206_0,0.0182,0.0374,0.0196,0.2747,0.1176,0.8668026,-0.76033324,2,2
1_2_41_211_0,0.018,0.0352,0.0198,0.2523,0.1085,0.85446525,-0.7551304,2,2
1_2_41_213_0,0.0199,0.0336,0.0218,0.2243,0.1115,0.8228362,-0.7394339,2,2
1_2_41_221_0,0.0202,0.0383,0.0233,0.2439,0.1043,0.8255988,-0.7285613,2,2
1_2_41_222_0,0.0192,0.0359,0.0212,0.2252,0.0995,0.8279221,-0.72500956,2,2
1_2_41_223_0,0.0188,0.0356,0.0231,0.2287,0.1053,0.81652105,-0.7306092,2,2
1_2_41_225_0,0.0212,0.0409,0.0248,0.264,0.1083,0.8282548,-0.7317153,2,2
1_2_41_228_0,0.0173,0.0334,0.019,0.2223,0.1106,0.8425197,-0.73875636,2,2
1_2_41_230_0,0.0191,0.0403,0.0212,0.2853,0.1222,0.86166394,-0.752457,2,2
1_2_41_234_0,0.0194,0.0407,0.0205,0.3096,0.1259,0.8757952,-0.7676278,2,2
1_2_41_235_0,0.0187,0.0403,0.0222,0.2893,0.1228,0.8574639,-0.75546116,2,2
1_2_41_237_0,0.0179,0.0367,0.0203,0.2634,0.1227,0.8568911,-0.75541484,2,2
1_2_41_244_0,0.0189,0.0395,0.0229,0.2534,0.111,0.8342382,-0.7302834,2,2
1_2_41_246_0,0.0187,0.035,0.0223,0.2245,0.1,0.8192869,-0.7302505,2,2
1_2_41_250_0,0.0197,0.0356,0.0234,0.1999,0.0945,0.7904165,-0.69766456,2,2
1_2_41_253_0,0.0212,0.0386,0.0256,0.2114,0.1073,0.78396624,-0.6912,2,2
1_2_41_256_0,0.0206,0.0397,0.0275,0.2239,0.114,0.78122514,-0.698786,2,2
1_2_41_257_0,0.0225,0.046,0.0277,0.2771,0.1183,0.8182415,-0.7152584,2,2
1_2_41_259_0,0.0229,0.0476,0.0242,0.3211,0.1311,0.85983205,-0.7417955,2,2
1_2_41_261_0,0.0227,0.0377,0.0267,0.2274,0.1201,0.78984654,-0.71557903,2,2
1_2_41_264_0,0.0185,0.0386,0.0218,0.2745,0.1121,0.85285187,-0.7534334,2,2
1_2_41_265_0,0.0211,0.0425,0.0242,0.2823,0.1177,0.8420881,-0.7383005,2,2
1_2_41_267_0,0.0173,0.0355,0.021,0.2301,0.1136,0.83273596,-0.73268074,2,2
1_2_41_271_0,0.0184,0.033,0.0228,0.1807,0.1035,0.7759214,-0.69115585,2,2
1_2_41_272_0,0.0198,0.0355,0.0254,0.1857,0.1105,0.7593558,-0.6790235,2,2
1_2_41_273_0,0.0212,0.0382,0.0252,0.2048,0.1087,0.78086954,-0.6855967,2,2
1_2_41_277_0,0.0194,0.0364,0.0219,0.228,0.1074,0.8247299,-0.7246596,2,2
1_2_41_279_0,0.0146,0.0288,0.0188,0.1855,0.0916,0.81595695,-0.7312179,2,2
1_2_41_280_0,0.0188,0.033,0.0214,0.1926,0.0947,0.8,-0.7074468,2,2
1_2_41_282_0,0.0226,0.0397,0.0272,0.227,0.1082,0.7859953,-0.7022872,2,2
1_2_41_284_0,0.0251,0.0451,0.03,0.2512,0.1208,0.7866287,-0.6955788,2,2
1_2_41_285_0,0.0202,0.0376,0.0241,0.2252,0.1172,0.8066586,-0.71385086,2,2
1_2_41_289_0,0.0196,0.037,0.023,0.2145,0.0986,0.8063158,-0.7057654,2,2
1_2_41_294_0,0.0198,0.0409,0.0222,0.2693,0.1174,0.8476844,-0.73629916,2,2
1_2_41_298_0,0.0243,0.0405,0.0342,0.1923,0.1565,0.69801325,-0.6520619,2,2
1_2_41_299_0,0.0269,0.0434,0.0407,0.2011,0.1568,0.66335815,-0.6449898,2,2
1_2_41_304_0,0.0218,0.0385,0.0294,0.2146,0.1192,0.7590164,-0.6957724,2,2
1_2_41_314_0,0.0212,0.047,0.0225,0.3469,0.144,0.87818086,-0.76136076,2,2
1_2_41_318_0,0.0185,0.0364,0.023,0.2166,0.1051,0.8080134,-0.712253,2,2
1_2_41_319_0,0.0226,0.0406,0.0328,0.19,0.139,0.7055655,-0.64787513,2,2
1_2_41_322_0,0.0261,0.0436,0.0379,0.2031,0.1479,0.6854772,-0.64653426,2,2
1_2_41_323_0,0.0231,0.0418,0.0307,0.2105,0.1447,0.74543947,-0.6686484,2,2
1_2_41_325_0,0.0292,0.0514,0.0402,0.2902,0.1841,0.7566586,-0.69906324,2,2
1_2_41_326_0,0.0266,0.0473,0.0357,0.2966,0.2033,0.7851339,-0.72492003,2,2
1_2_41_327_0,0.0326,0.0528,0.0467,0.2707,0.2118,0.7057341,-0.67357033,2,2
1_2_41_328_0,0.0408,0.0583,0.0581,0.2238,0.2003,0.5877971,-0.5866714,2,2
1_2_41_331_0,0.0225,0.0387,0.0267,0.2303,0.1413,0.7922179,-0.71226764,2,2
1_2_41_335_0,0.0248,0.0433,0.0316,0.2292,0.1156,0.75766873,-0.68220186,2,2
1_2_41_337_0,0.0239,0.0417,0.0295,0.2221,0.1137,0.7655008,-0.6838514,2,2
1_2_41_338_0,0.0229,0.0409,0.0272,0.215,0.1074,0.77539223,-0.68034387,2,2
1_2_41_339_0,0.0221,0.0391,0.0249,0.222,0.1055,0.7982989,-0.70049787,2,2
1_2_41_340_0,0.0224,0.0404,0.027,0.2373,0.1162,0.7956867,-0.70903856,2,2
1_2_41_344_0,0.0202,0.0381,0.0239,0.2389,0.1211,0.8181126,-0.7249097,2,2
1_2_41_349_0,0.0332,0.05,0.0435,0.2244,0.1772,0.67525196,-0.6355685,2,2
1_2_41_351_0,0.033,0.0536,0.047,0.2486,0.1964,0.6820027,-0.645268,2,2
1_2_41_352_0,0.0417,0.0578,0.0586,0.2153,0.2076,0.5721066,-0.57671183,2,2
1_2_41_355_0,0.0495,0.0686,0.0728,0.2273,0.2289,0.5148284,-0.53632987,2,2
1_2_41_356_0,0.0411,0.0553,0.0583,0.2148,0.2137,0.57305014,-0.59052205,2,2
1_2_41_369_0,0.0194,0.042,0.0201,0.3305,0.1314,0.88533944,-0.7744966,2,2
1_2_41_371_0,0.0205,0.0421,0.0239,0.3032,0.1215,0.8538673,-0.75615406,2,2
1_2_41_373_0,0.0212,0.0415,0.0256,0.2345,0.1213,0.8031526,-0.6992754,2,2
1_2_41_377_0,0.0381,0.0557,0.0517,0.2218,0.1802,0.6219379,-0.59855855,2,2
1_2_41_385_0,0.028,0.0465,0.0417,0.2007,0.1765,0.6559406,-0.6237864,2,2
1_2_41_392_0,0.0218,0.0413,0.0258,0.2243,0.1111,0.7936825,-0.68900603,2,2
1_2_41_394_0,0.02,0.0422,0.0245,0.2792,0.1258,0.83865654,-0.73739886,2,2
1_2_41_399_0,0.0191,0.0385,0.0234,0.2211,0.1141,0.808589,-0.7033898,2,2
1_2_41_400_0,0.0191,0.0385,0.0234,0.2211,0.1141,0.808589,-0.7033898,2,2
1_2_41_406_0,0.0287,0.0467,0.0388,0.2276,0.1564,0.7087087,-0.6594969,2,2
1_2_41_407_0,0.0395,0.0575,0.0575,0.2394,0.1795,0.6126642,-0.6126642,2,2
1_2_41_410_0,0.0368,0.0533,0.0511,0.2137,0.1891,0.61404836,-0.6007491,2,2
1_2_41_411_0,0.0296,0.0475,0.0426,0.2099,0.168,0.66257423,-0.63092464,2,2
1_2_41_413_0,0.026,0.0436,0.033,0.2177,0.1427,0.73673713,-0.66628397,2,2
1_2_41_414_0,0.022,0.0379,0.0273,0.2108,0.1263,0.7706846,-0.6952151,2,2
1_2_41_415_0,0.0202,0.0389,0.0255,0.2163,0.117,0.7890819,-0.6951411,2,2
1_2_41_418_0,0.0198,0.0361,0.0227,0.2448,0.1159,0.83028036,-0.74296904,2,2
1_2_41_421_0,0.0216,0.0383,0.024,0.2344,0.1082,0.81424147,-0.71910524,2,2
1_2_41_423_0,0.0193,0.0403,0.0243,0.2354,0.1052,0.81286097,-0.7076532,2,2
1_2_41_425_0,0.0209,0.0394,0.0265,0.2168,0.1242,0.78216195,-0.6924278,2,2
1_2_41_427_0,0.0295,0.0471,0.042,0.2052,0.1516,0.66019416,-0.62663496,2,2
1_2_41_430_0,0.0313,0.0481,0.0442,0.2052,0.1599,0.6455493,-0.6202132,2,2
1_2_41_432_0,0.0267,0.0465,0.0358,0.23,0.1381,0.73062456,-0.6636528,2,2
1_2_41_435_0,0.0277,0.0446,0.0382,0.2093,0.1505,0.69131315,-0.64868057,2,2
1_2_41_436_0,0.0268,0.0429,0.0364,0.2103,0.1375,0.70490474,-0.66113746,2,2
1_2_41_443_0,0.0217,0.0426,0.0264,0.2874,0.1317,0.83173996,-0.7418182,2,2
1_2_41_444_0,0.0196,0.0432,0.0239,0.2947,0.1274,0.8499686,-0.74430305,2,2
1_2_41_446_0,0.0193,0.0405,0.0232,0.2591,0.1314,0.83563584,-0.72963953,2,2
1_2_41_448_0,0.0194,0.037,0.0222,0.2573,0.1251,0.8411449,-0.7485559,2,2
1_2_41_451_0,0.0189,0.0356,0.0245,0.1958,0.1033,0.777576,-0.6923077,2,2
1_2_41_453_0,0.0262,0.0441,0.0363,0.2188,0.1429,0.7154057,-0.6645112,2,2
1_2_41_455_0,0.0322,0.05,0.047,0.2255,0.1661,0.65504587,-0.63702357,2,2
1_2_41_458_0,0.0306,0.0483,0.0419,0.2072,0.1519,0.66358894,-0.6219178,2,2
1_2_41_460_0,0.0266,0.0411,0.0349,0.1939,0.1417,0.6949301,-0.65021276,2,2
1_2_41_461_0,0.0241,0.0406,0.0318,0.2043,0.1315,0.7306226,-0.6684361,2,2
1_2_41_462_0,0.0245,0.0426,0.0301,0.2147,0.1318,0.75408494,-0.668869,2,2
1_2_41_463_0,0.0245,0.0426,0.0301,0.2147,0.1318,0.75408494,-0.668869,2,2
1_2_41_464_0,0.0271,0.0451,0.0389,0.2081,0.1494,0.68502027,-0.64375985,2,2
1_2_41_465_0,0.0253,0.0429,0.034,0.1993,0.1359,0.7085298,-0.6457473,2,2
1_2_41_466_0,0.0244,0.0411,0.0315,0.202,0.128,0.7301927,-0.66186756,2,2
1_2_41_467_0,0.0244,0.0411,0.0315,0.202,0.128,0.7301927,-0.66186756,2,2
1_2_41_473_0,0.0237,0.0427,0.0315,0.2193,0.1392,0.74880385,-0.6740458,2,2
1_2_41_474_0,0.0291,0.0462,0.0389,0.232,0.1532,0.71280915,-0.66786486,2,2
1_2_41_475_0,0.0291,0.0462,0.0389,0.232,0.1532,0.71280915,-0.66786486,2,2
1_2_41_477_0,0.0246,0.0443,0.0339,0.2269,0.138,0.74003065,-0.67330384,2,2
1_2_41_480_0,0.0294,0.0482,0.0368,0.2378,0.1386,0.73197377,-0.66293705,2,2
1_2_41_481_0,0.0274,0.0488,0.0374,0.2276,0.1463,0.7177358,-0.64688855,2,2
1_2_41_482_0,0.028,0.0458,0.0392,0.204,0.1489,0.67763156,-0.6333066,2,2
1_2_41_484_0,0.0326,0.0477,0.0442,0.1911,0.1444,0.6243094,-0.6005025,2,2
1_2_41_485_0,0.0245,0.0406,0.0327,0.2127,0.1328,0.7334963,-0.6794315,2,2
1_2_41_489_0,0.0257,0.0439,0.0351,0.2091,0.1336,0.71253073,-0.6529644,2,2
1_2_41_491_0,0.0236,0.0397,0.0283,0.2054,0.1231,0.75780916,-0.6760506,2,2
1_2_41_496_0,0.0243,0.0429,0.032,0.217,0.1321,0.7429719,-0.669873,2,2
1_2_41_497_0,0.0289,0.0483,0.0375,0.2312,0.1375,0.7208783,-0.6543828,2,2
1_2_41_499_0,0.0274,0.0446,0.0366,0.2173,0.1455,0.7116975,-0.65941197,2,2
1_2_41_500_0,0.0274,0.0446,0.0366,0.2173,0.1455,0.7116975,-0.65941197,2,2
1_2_41_502_0,0.0321,0.0479,0.0448,0.2038,0.1624,0.6395817,-0.61938816,2,2
1_2_41_505_0,0.0271,0.0445,0.0389,0.2046,0.1409,0.6804928,-0.6427138,2,2
1_2_41_507_0,0.0264,0.0488,0.0373,0.2298,0.1408,0.72070384,-0.649677,2,2
1_2_41_508_0,0.0254,0.0454,0.0352,0.2162,0.1381,0.7199682,-0.6529052,2,2
1_2_41_512_0,0.0265,0.0441,0.0373,0.2008,0.1414,0.6866863,-0.639853,2,2
1_2_41_517_0,0.0244,0.0428,0.0315,0.2298,0.1273,0.75889784,-0.6859868,2,2
1_2_41_519_0,0.0232,0.0442,0.0288,0.2484,0.1254,0.7922078,-0.69788104,2,2
1_2_41_521_0,0.0206,0.0391,0.0242,0.2205,0.106,0.80220675,-0.69876736,2,2
1_2_41_522_0,0.0212,0.041,0.025,0.2444,0.1124,0.8144024,-0.712684,2,2
1_2_41_523_0,0.0199,0.0361,0.0241,0.2159,0.1061,0.7991667,-0.71349204,2,2
1_2_41_525_0,0.0236,0.0405,0.0308,0.2314,0.1152,0.76506484,-0.70209634,2,2
1_2_41_526_0,0.0208,0.038,0.027,0.2139,0.1114,0.7758406,-0.698293,2,2
1_2_41_528_0,0.0216,0.04,0.0269,0.2141,0.108,0.7767635,-0.6851633,2,2
1_2_41_531_0,0.0235,0.04,0.0323,0.2066,0.1308,0.729594,-0.675588,2,2
1_2_41_535_0,0.0217,0.0407,0.0265,0.2271,0.1123,0.7910095,-0.6960418,2,2
1_2_41_536_0,0.0234,0.0412,0.0299,0.2191,0.1245,0.75983936,-0.6834422,2,2
1_2_41_539_0,0.0211,0.0398,0.0253,0.2315,0.1131,0.8029595,-0.70659786,2,2
1_2_41_542_0,0.0207,0.0397,0.0252,0.2326,0.1114,0.8044996,-0.70840985,2,2
1_2_41_543_0,0.0199,0.0356,0.0246,0.2178,0.109,0.7970297,-0.7190213,2,2
1_2_41_544_0,0.0212,0.0391,0.0257,0.2293,0.1078,0.7984314,-0.7086438,2,2
1_2_41_545_0,0.0201,0.0379,0.0235,0.2399,0.1101,0.82156414,-0.72714186,2,2
1_2_41_547_0,0.0203,0.0403,0.0254,0.2531,0.1107,0.81759423,-0.7252897,2,2
1_2_41_548_0,0.0195,0.039,0.022,0.2593,0.1038,0.84358335,-0.7385183,2,2
1_2_41_550_0,0.0226,0.0406,0.0284,0.2301,0.1108,0.7802708,-0.70003694,2,2
1_2_41_553_0,0.0196,0.0393,0.0226,0.2566,0.1088,0.8381089,-0.7343697,2,2
1_2_41_554_0,0.0196,0.0393,0.0226,0.2566,0.1088,0.8381089,-0.7343697,2,2
1_2_41_555_0,0.0181,0.035,0.023,0.2106,0.1025,0.80308217,-0.7149837,2,2
1_2_41_556_0,0.0165,0.0307,0.0187,0.2008,0.0974,0.82961273,-0.7347732,2,2
1_2_41_562_0,0.0197,0.0394,0.0221,0.2792,0.1124,0.85330236,-0.7526679,2,2
1_2_41_563_0,0.0163,0.0345,0.0204,0.2585,0.1067,0.853711,-0.76450515,2,2
1_2_41_567_0,0.0205,0.037,0.0237,0.2389,0.1109,0.81949735,-0.7317869,2,2
1_2_41_571_0,0.0221,0.0389,0.0254,0.228,0.1119,0.79952645,-0.70850503,2,2
1_2_41_572_0,0.0221,0.0389,0.0254,0.228,0.1119,0.79952645,-0.70850503,2,2
1_2_41_576_0,0.0248,0.0461,0.0343,0.2439,0.1349,0.7534148,-0.68206894,2,2
1_2_41_582_0,0.0199,0.0402,0.0255,0.2317,0.1233,0.8017107,-0.704303,2,2
1_2_41_584_0,0.022,0.0406,0.0268,0.2169,0.1203,0.78005743,-0.6846602,2,2
1_2_41_585_0,0.0178,0.0347,0.0215,0.2015,0.0997,0.80717486,-0.7061812,2,2
1_2_41_588_0,0.0213,0.044,0.0284,0.2495,0.1196,0.79560995,-0.70017034,2,2
1_2_41_592_0,0.019,0.035,0.0254,0.2058,0.1103,0.78027683,-0.7093023,2,2
1_2_41_595_0,0.0197,0.0402,0.0227,0.2426,0.1157,0.828873,-0.71570015,2,2
1_2_41_596_0,0.0184,0.0395,0.0229,0.2351,0.1134,0.8224806,-0.7123088,2,2
1_2_41_597_0,0.0209,0.0406,0.0235,0.2397,0.1148,0.8214286,-0.7103104,2,2
1_2_41_601_0,0.0308,0.0468,0.0453,0.2095,0.1586,0.644427,-0.63480294,2,2
1_2_41_604_0,0.0243,0.0434,0.0329,0.2162,0.1416,0.7358491,-0.66563946,2,2
1_2_41_606_0,0.0289,0.0482,0.0384,0.2561,0.1436,0.739219,-0.68320733,2,2
1_2_41_607_0,0.0264,0.0457,0.0394,0.2385,0.1532,0.7164448,-0.6783955,2,2
1_2_41_608_0,0.0324,0.0507,0.0459,0.2407,0.1564,0.6796929,-0.6520247,2,2
1_2_41_612_0,0.029,0.0486,0.0405,0.2341,0.1488,0.7050255,-0.65617263,2,2
1_2_41_613_0,0.0249,0.0433,0.0313,0.2222,0.1301,0.7530572,-0.673823,2,2
1_2_41_615_0,0.0258,0.0452,0.0367,0.2075,0.1396,0.6994267,-0.64226353,2,2
1_2_41_618_0,0.0315,0.049,0.0491,0.2104,0.1606,0.62157995,-0.6222051,2,2
1_2_41_621_0,0.0259,0.0468,0.0336,0.2269,0.1335,0.74203455,-0.6580197,2,2
1_2_41_622_0,0.0279,0.0445,0.0418,0.2129,0.1467,0.6717707,-0.65423465,2,2
1_2_41_628_0,0.0245,0.043,0.032,0.2231,0.1232,0.749118,-0.67681324,2,2
1_2_41_629_0,0.0222,0.0395,0.0271,0.2105,0.1204,0.7718855,-0.684,2,2
1_2_41_631_0,0.0204,0.0367,0.024,0.2171,0.115,0.8009125,-0.7107959,2,2
1_2_41_634_0,0.0208,0.0382,0.0255,0.2101,0.1154,0.7835314,-0.6923077,2,2
1_2_41_636_0,0.0186,0.0369,0.0249,0.2111,0.106,0.78898305,-0.70241934,2,2
1_2_41_637_0,0.0187,0.0384,0.0249,0.2279,0.1051,0.80300635,-0.71160346,2,2
1_2_41_642_0,0.018,0.0349,0.0236,0.2067,0.0941,0.7950499,-0.7110927,2,2
1_2_41_643_0,0.0196,0.0357,0.0226,0.2162,0.0961,0.81072026,-0.71655416,2,2
1_2_41_644_0,0.0173,0.0357,0.021,0.2319,0.105,0.83392644,-0.73318386,2,2
1_2_41_646_0,0.02,0.0434,0.0228,0.2992,0.1185,0.8583851,-0.7466433,2,2
1_2_41_647_0,0.0193,0.0403,0.0226,0.3129,0.1303,0.8652757,-0.7718007,2,2
2_0_0_0,0.1059,0.131,0.156,0.2057,0.2397,0.13740669,-0.22185922,3,3
2_0_2_0,0.0985,0.1209,0.1441,0.187,0.2262,0.1295681,-0.21468009,3,3
2_0_5_0,0.0979,0.1199,0.1455,0.1971,0.2394,0.15061297,-0.24353312,3,3
2_0_8_0,0.101,0.1245,0.1484,0.189,0.2237,0.12033195,-0.20574163,3,3
2_0_12_0,0.112,0.1398,0.1664,0.2071,0.2446,0.10896921,-0.19400403,3,3
2_0_15_0,0.1002,0.125,0.148,0.1895,0.2194,0.12296297,-0.20508744,3,3
2_0_18_0,0.1195,0.1469,0.1759,0.2141,0.2469,0.097948715,-0.18614958,3,3
2_0_20_0,0.1108,0.1393,0.1661,0.208,0.2404,0.11200214,-0.1978117,3,3
2_0_23_0,0.0948,0.1184,0.1426,0.1841,0.2185,0.12702785,-0.21719009,3,3
2_1_1_0,0.1043,0.1248,0.1447,0.2252,0.25,0.2176264,-0.28685713,3,3
2_1_4_0,0.0713,0.0926,0.1027,0.2377,0.2607,0.39659223,-0.43929762,3,3
2_1_9_0,0.0771,0.0998,0.1126,0.2566,0.2786,0.3900325,-0.43995512,3,3
2_1_14_0,0.1148,0.1362,0.1623,0.2197,0.252,0.15026177,-0.23461646,3,3
2_1_16_0,0.1225,0.1484,0.1754,0.2221,0.2477,0.11748428,-0.19892038,3,3
2_1_17_0,0.0994,0.1209,0.1373,0.2251,0.2487,0.24227373,-0.30115607,3,3
2_1_18_0,0.0994,0.1209,0.1373,0.2251,0.2487,0.24227373,-0.30115607,3,3
2_1_19_0,0.0994,0.1199,0.1351,0.2314,0.2566,0.2627558,-0.31739253,3,3
2_1_20_0,0.0964,0.1187,0.1372,0.2328,0.2606,0.2583784,-0.32460883,3,3
2_1_23_0,0.0885,0.1118,0.1322,0.2409,0.2707,0.2913428,-0.36603346,3,3
2_1_28_0,0.1027,0.1267,0.1486,0.2312,0.2567,0.21748288,-0.291981,3,3
2_1_29_0,0.1132,0.1359,0.1598,0.2167,0.2464,0.15112881,-0.22915486,3,3
2_1_30_0,0.1177,0.1428,0.1701,0.2174,0.246,0.122064516,-0.20710716,3,3
2_1_38_0,0.0975,0.1183,0.1372,0.2313,0.2586,0.25535956,-0.32322654,3,3
2_1_42_0,0.1007,0.1239,0.147,0.2269,0.2574,0.2136935,-0.2936146,3,3
2_1_48_0,0.127,0.1545,0.1843,0.2349,0.2601,0.120706104,-0.20647149,3,3
2_1_51_0,0.1186,0.1409,0.1657,0.2152,0.2473,0.12995537,-0.20864926,3,3
2_1_53_0,0.1216,0.1448,0.1691,0.2146,0.2448,0.11858223,-0.19421257,3,3
2_1_56_0,0.1135,0.1365,0.155,0.2154,0.238,0.16306695,-0.22421142,3,3
2_1_57_0,0.1135,0.1365,0.155,0.2154,0.238,0.16306695,-0.22421142,3,3
2_1_59_0,0.1075,0.1301,0.1515,0.2141,0.2437,0.17122538,-0.24404415,3,3
2_1_62_0,0.1179,0.1397,0.1628,0.2149,0.2415,0.13794017,-0.21206994,3,3
2_1_63_0,0.1224,0.1493,0.1783,0.2278,0.2569,0.12189116,-0.2081676,3,3
2_1_68_0,0.1184,0.1442,0.1685,0.2076,0.2405,0.10396171,-0.18021603,3,3
2_1_69_0,0.1199,0.1472,0.1729,0.2137,0.2391,0.10553544,-0.18426158,3,3
2_1_71_0,0.1162,0.1407,0.1616,0.2049,0.2399,0.11814461,-0.1857639,3,3
2_1_72_0,0.1117,0.1327,0.156,0.2044,0.2358,0.13429523,-0.21269652,3,3
2_1_73_0,0.1219,0.1413,0.1628,0.2085,0.235,0.123081066,-0.19210978,3,3
2_1_74_0,0.1242,0.1435,0.1635,0.2128,0.2369,0.13101248,-0.19449902,3,3
2_1_77_0,0.1229,0.1455,0.1752,0.2241,0.25,0.122464314,-0.21266234,3,3
2_1_82_0,0.1161,0.1448,0.1751,0.2107,0.2345,0.09227579,-0.18537271,3,3
2_1_85_0,0.1128,0.1425,0.17,0.2152,0.2475,0.11734164,-0.20324294,3,3
2_1_89_0,0.1114,0.1388,0.1631,0.1974,0.2215,0.09514563,-0.17430101,0,3
2_1_90_0,0.1126,0.1398,0.1641,0.1993,0.2249,0.096862964,-0.17546447,0,3
2_1_98_0,0.1248,0.1537,0.1819,0.2198,0.2401,0.09434902,-0.17697456,3,3
2_1_100_0,0.1154,0.1433,0.1724,0.2045,0.2271,0.08516848,-0.1759632,0,3
2_1_102_0,0.1161,0.1428,0.1686,0.223,0.251,0.13891727,-0.2192455,3,3
2_1_103_0,0.1103,0.1408,0.1657,0.212,0.243,0.12258406,-0.20181406,3,3
2_1_105_0,0.1098,0.1379,0.1626,0.2025,0.2296,0.10928512,-0.18977673,3,3
2_1_106_0,0.1066,0.1343,0.1605,0.1965,0.2203,0.10084034,-0.18802902,0,3
2_1_108_0,0.1163,0.1447,0.1674,0.2101,0.2396,0.113112584,-0.1843292,3,3
2_1_110_0,0.1233,0.1502,0.1761,0.2184,0.2461,0.10722434,-0.18502441,3,3
2_1_111_0,0.1318,0.1631,0.1886,0.2373,0.262,0.11434609,-0.18531469,3,3
2_1_112_0,0.1289,0.1586,0.1876,0.231,0.2588,0.10367893,-0.18583162,3,3
2_1_113_0,0.1289,0.1586,0.1876,0.231,0.2588,0.10367893,-0.18583162,3,3
2_1_118_0,0.1224,0.1513,0.181,0.2174,0.243,0.091365464,-0.17927855,3,3
2_2_0_0,0.0353,0.0686,0.0501,0.4243,0.1905,0.7887858,-0.7216474,3,3
2_2_1_0,0.0375,0.0709,0.0568,0.39,0.1964,0.74574757,-0.6923411,3,3
2_2_4_0,0.049,0.0756,0.0827,0.2849,0.2288,0.55005443,-0.5805825,3,3
2_2_6_0,0.051,0.0754,0.0828,0.2539,0.231,0.5081675,-0.5420589,3,3
2_2_7_0,0.0502,0.0761,0.0843,0.2819,0.2295,0.53959584,-0.57486033,3,3
2_2_11_0,0.0495,0.0722,0.0822,0.2658,0.2291,0.5275862,-0.5727811,3,3
2_2_14_0,0.059,0.0847,0.0982,0.258,0.2507,0.44862437,-0.5056901,3,3
2_2_23_0,0.0633,0.0934,0.1112,0.303,0.2684,0.46306133,-0.5287588,3,3
2_2_24_0,0.0748,0.1064,0.1295,0.3135,0.2847,0.4153499,-0.49321267,3,3
2_2_25_0,0.0661,0.0969,0.1166,0.3,0.2693,0.44023043,-0.51171577,3,3
2_2_26_0,0.0575,0.0842,0.1016,0.2927,0.2564,0.48465636,-0.55319715,3,3
2_2_27_0,0.0537,0.0814,0.0973,0.2926,0.2537,0.50089765,-0.5647059,3,3
2_3_1_0,0.1097,0.1346,0.1456,0.2324,0.209,0.22962964,-0.266485,3,3
2_3_3_0,0.1043,0.1305,0.1403,0.2374,0.2065,0.25708234,-0.29056808,0,3
2_3_4_0,0.1078,0.1318,0.1427,0.2322,0.2059,0.23873033,-0.2758242,0,3
2_3_5_0,0.1053,0.1311,0.1433,0.2298,0.2054,0.23184133,-0.27348295,3,3
2_3_11_0,0.1091,0.134,0.144,0.2375,0.2093,0.2450852,-0.27860028,0,3
2_3_14_0,0.1145,0.1378,0.1509,0.2304,0.2134,0.20849724,-0.25149375,3,3
2_3_15_0,0.1119,0.1383,0.153,0.2374,0.2152,0.21618852,-0.26377428,3,3
2_3_19_0,0.1106,0.1353,0.1483,0.2364,0.2114,0.22900961,-0.27199355,3,3
2_3_22_0,0.1151,0.1396,0.155,0.2361,0.2131,0.20736384,-0.25685388,3,3
2_3_24_0,0.1153,0.1442,0.1631,0.2324,0.2268,0.17522123,-0.23420075,3,3
2_3_26_0,0.1124,0.1371,0.1525,0.2259,0.2125,0.19397463,-0.2446281,3,3
2_3_29_0,0.117,0.1467,0.1623,0.2346,0.2144,0.18216175,-0.23052715,0,3
2_3_30_0,0.1213,0.1502,0.1663,0.2351,0.2181,0.1714001,-0.22034778,3,3
2_3_35_0,0.1187,0.1482,0.1644,0.2405,0.2165,0.18794765,-0.2374582,3,3
2_3_37_0,0.1277,0.1573,0.1757,0.2382,0.2241,0.15100266,-0.2045512,0,3
2_3_44_0,0.1164,0.1487,0.1663,0.2537,0.2277,0.20809524,-0.26093438,3,3
2_3_46_0,0.1206,0.1528,0.1726,0.2434,0.2399,0.1701923,-0.22867239,3,3
2_3_47_0,0.1206,0.1528,0.1726,0.2434,0.2399,0.1701923,-0.22867239,3,3
2_3_48_0,0.1048,0.1348,0.1447,0.3061,0.2383,0.35803017,-0.3885235,0,3
2_3_49_0,0.1099,0.1411,0.1555,0.2967,0.2427,0.3122512,-0.35541344,0,3
2_3_50_0,0.1041,0.1362,0.1498,0.2869,0.2435,0.3139455,-0.35618058,3,3
2_3_54_0,0.124,0.1544,0.1782,0.2504,0.2517,0.16845544,-0.23715416,3,3
2_4_0_0,0.0508,0.1003,0.0608,0.6212,0.1322,0.8217009,-0.7219681,3,3
2_4_3_0,0.0489,0.0996,0.0537,0.6647,0.128,0.8505011,-0.73936933,3,3
